id	systematic_name	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	common_name
1677	YKR057W	0.40286547	-0.7401876	-0.24283195	-0.65796787	0.40484256	-0.61864936	0.068856016	0.38906962	0.22390325	0.33072904	1.521792	-0.977791	-0.6250672	-0.11760172	-0.265042	0.48532394	0.16946359	-1.2866089	0.22067212	0.62808806	0.5249043	0.085336104	0.09402938	0.24997376	-0.47408286	0.41869253	0.3620819	-0.50672615	0.062688775	0.6450738	0.06815197	-0.19822563	0.6581679	1.1360517	0.32319224	0.14803721	-0.031135825	0.97733694	0.27107617	-0.11044633	-0.44084236	0.7469159	-0.24198595	0.645192	0.096160136	-0.16877104	0.22351837	-0.3717059	-0.05218123	-0.38788697	-1.111991	0.43835208	0.9312487	-0.26990137	0.2041056	0.46827477	0.22059605	0.06998633	0.9342357	0.13106784	0.2283657	-0.20830607	-0.62247545	-0.4218658	-0.52222884	-0.3557013	-0.60787815	-0.07294296	0.16139749	0.28243956	0.5897303	1.2311169	1.4840809	-0.27982524	-0.11278213	-0.48321843	0.6608649	-0.67405874	-0.529705	0.16699661	0.9962347	-0.7577545	-0.13448502	0.1425936	-0.1619074	0.7735622	-0.1347037	-0.37987375	0.04293827	0.060077045	0.5719691	-0.039438955	-0.8351037	-0.20691693	0.19995299	-0.25053242	-0.50683427	0.121367894	0.5274468	-0.64281976	-0.4400875	0.09869783	0.056022655	0.04466672	-0.18215814	-0.21820682	-0.15379211	0.4145796	-0.61654323	0.25614032	-0.01619011	0.17566653	0.8833644	1.1166295	0.05087067	0.7686134	0.21421929	-0.18109298	-0.35160738	0.29777715	0.39868665	0.6582362	0.1044148	0.5136443	0.651149	0.4863035	-0.16391899	-0.22462375	RPS21A
1678	YKR058W	-0.0031642935	-0.019200092	0.13029164	-0.2717831	-0.12349222	-0.15448315	0.47859612	0.19332586	0.2269155	0.16982073	-0.24232656	0.045914087	-0.41511664	0.12900119	-0.43224487	0.15484703	-0.38810924	-0.74445975	-0.18538138	0.2981479	-0.05498954	-0.1264349	0.042374816	0.4266388	0.042898834	0.68927324	0.0224231	-0.5294798	0.25959915	1.0049629	0.26267108	0.22371614	0.002655104	-0.030584529	0.3665036	-0.26919	0.4770251	0.84157926	0.4296702	0.36111635	-0.41037187	0.036675714	0.5437912	0.4228168	0.43547204	-0.6465131	-0.21029483	0.088602304	-0.0031079948	0.25823212	0.16803661	-0.44048357	0.28320256	-0.1480557	0.61597073	-0.0030624177	-0.23991482	0.120662205	0.0949336	-0.41782755	0.13301295	0.2862457	-0.28234354	0.113376275	-0.47843823	-0.18564238	-0.42566323	-0.62790626	0.10103588	-0.15494755	0.42341158	0.44765577	0.2742511	-0.06288937	0.1363948	0.1164262	-0.16817458	-0.029754553	0.13534147	-0.32057887	0.38484156	-0.7594584	-0.45777592	-0.20438004	0.222646	-0.01178554	-0.071633704	-0.27405134	-0.0030499005	0.3267268	0.12011195	0.37175128	0.22407445	0.22000512	-0.077987835	-0.18222286	0.02620424	0.16040564	0.58548677	-0.75124556	-0.040256623	-0.35801616	0.13609649	0.08621375	0.54755676	-0.39216328	0.11956146	-0.1796791	-0.13326685	-0.028804796	0.0924533	-0.046997838	-0.26799753	0.30729717	0.059608422	-0.052975927	-0.21239443	-0.17783627	-0.14674248	0.0782037	0.09486381	0.06955488	-0.20656846	-0.3982967	-0.48522127	-0.18489893	-0.3480628	0.77306414	GLG1
1679	YKR059W	0.9273199	-0.4237137	0.5774	-0.26925892	0.69418	-0.49038213	0.39569324	-0.12405982	0.31182367	0.1806829	0.5163503	-0.20186946	0.630031	-0.10061548	0.10232162	0.47979486	0.20242405	-0.5996325	-0.34738994	-0.051520042	-0.018560529	-0.2594997	-0.1296036	0.6715977	-0.20944989	0.4045981	-0.12525274	0.23994248	-0.5189321	0.55285954	0.5897663	-0.065956146	-0.036553938	0.39530507	0.2833537	-0.41319713	-0.006022199	0.37566483	-0.13035204	-0.037254218	-0.100318335	0.09412073	-0.21644735	0.056947634	0.18823078	-0.3027634	0.06889192	0.092586905	-0.087712616	0.27806556	0.039643496	0.3301385	0.2779323	-0.29327184	0.30530962	-0.3944553	0.39239565	0.2885432	0.44550067	-0.88672775	0.2237415	-0.0017115017	-0.41219816	-0.25201377	-0.43659115	0.015271719	-0.6458342	-0.06843616	-0.33364585	0.30965358	-0.027080534	0.21603312	0.42086226	-0.086185865	0.12245279	-0.1661815	0.36885503	0.4479939	0.75250345	0.4064615	0.9203073	-0.552153	-0.22510625	0.30562767	0.3558032	0.65979993	0.008961182	-0.08401334	-0.4231097	-0.11749508	0.21320684	0.57431394	0.44075662	-0.094433315	0.105799645	-0.5138999	-0.081299275	0.8152803	0.16266586	-0.5606885	-0.7692654	-0.16012184	0.45044094	-0.14173733	0.15122649	-0.3300579	-1.2756672	0.25453722	-0.23558071	-0.29600635	0.1602577	0.5962636	0.30455735	0.24226208	0.22892615	-0.091155626	0.017216763	-0.26672775	-0.14200577	-0.52471	0.04373039	-0.25088108	0.25227308	0.12937535	0.093681775	-0.15343589	-0.017681535	0.026196776	TIF1
1680	YKR060W	0.041171465	0.014223996	0.2942289	-0.1692683	0.3262587	-0.40957272	1.0329275	0.04810105	-0.2521285	-0.0647899	1.1310807	-0.021259606	0.0061014513	0.18636605	0.07809953	0.21545918	0.038554236	-0.79165393	-0.12521888	0.07891245	0.14748704	-0.14727636	-0.06243795	0.1800176	-0.23563251	0.6679431	0.008549286	-0.6895015	0.47638518	0.61264104	0.6418248	-0.2073459	-0.104091585	0.004759731	0.44411185	-0.32104224	0.24967805	0.70622015	-0.06900314	-0.21053638	-0.6437446	0.07789901	0.13001673	0.52038515	0.6279167	-0.4841712	0.35328695	0.017183216	0.032669213	0.12143874	-0.6925449	-0.3810566	0.6258053	-0.51081735	0.6394667	0.756521	0.3175223	0.25622398	0.20036069	-0.15942518	0.36024556	-0.40694192	-0.26467988	-0.1113824	-0.4540681	0.16481382	-0.2573528	-0.3287411	0.18873282	-0.29477185	0.56725013	0.8798583	0.6191436	0.065906994	0.047360655	-0.15029028	0.28833795	-0.22574632	0.2193368	-0.36711845	0.6274381	-0.030212134	-0.5977631	0.070830464	-0.13880585	1.2208345	0.5007204	-0.15451728	-0.30690837	0.39309886	0.87839115	0.57360756	-0.6452704	-0.44719163	-0.11719665	0.05985493	-0.36178684	0.4444001	0.6349581	-0.38082257	-0.36797163	0.28172132	0.06917626	-0.6275373	0.12670122	0.009617829	-0.9193051	0.052347086	-0.45684505	0.29925397	0.117478	-0.013701282	0.70268625	0.47229177	-0.088524066	0.10398925	0.44630092	-0.28680235	-0.071558855	0.31419495	-0.046452615	-0.4604715	0.14743139	0.6495727	1.0382125	-0.3284553	-0.30096197	-0.21756223	UTP30
1681	YKR061W	0.4824345	-0.22820346	0.031914778	0.23732954	0.32353446	-0.23452954	0.92816305	0.49138263	0.23579742	0.041683506	0.015330287	-0.08080255	0.31924713	-0.08347822	0.15560165	0.39524215	0.27660984	-0.17472929	-0.2534326	0.19389078	-0.29538575	0.076037735	-0.1012313	-0.39076596	0.19339442	-0.3931192	-0.09566184	-0.28632927	0.4931411	-0.17549896	0.28525192	0.026661592	-0.37841457	0.073236145	0.03342149	-0.02000146	-0.17494163	0.12692754	0.44305584	0.028994331	0.00748887	0.1002009	-0.2166406	0.3792115	0.037986748	-0.26763245	0.018241929	-0.73407876	0.07262814	0.31473035	-0.13695556	-0.20636694	0.005998055	0.3811718	-0.08021618	-0.335878	-0.6431319	0.1763696	0.2555449	-0.4252299	0.044738628	0.0038414774	-0.15287447	0.35555053	-0.4833249	-0.16306968	-0.09244719	0.006339297	0.19545986	0.039076637	-0.094259255	0.12094419	-0.06123928	-0.32580978	-0.6014725	0.16481535	-0.028024921	0.058516584	-0.035937995	-0.3755067	-0.015736613	-0.07215842	-0.18623286	-0.115562595	0.0010972746	0.965259	0.45880112	0.14763638	-0.7476073	0.28722277	0.27598366	0.36021733	-0.0033443284	0.066137046	0.16741934	-0.008929496	0.09484837	-0.13707525	0.48612475	-0.6999442	-0.047543388	-0.24974981	0.60098904	0.1583408	0.50400484	-0.35351297	0.15399963	-0.1924804	-0.17869483	-0.1582155	-0.28656468	-0.23061666	0.35724956	0.3111478	0.35330865	-0.18401282	0.08567866	-0.039706983	-0.27612254	-0.27108654	-0.39055875	-0.27139875	0.15463856	0.47468698	0.6069214	-0.47662374	-0.3909416	0.3421112	KTR2
1684	YKR064W	0.082194306	-0.6472409	0.09836929	-0.053262997	0.22522332	0.1717706	0.49447137	-0.10935361	0.41349176	0.91868603	0.056007817	-0.4047719	-0.05407678	-0.29313326	-0.10079987	-0.024287164	-0.3209184	-0.33415717	-0.5873202	0.15540509	0.36079976	-0.4102015	-0.122599624	-0.013963038	0.16483492	0.67758244	0.035013516	0.22117966	0.22014822	0.06539687	0.061363637	0.035244346	0.29826182	-0.33120602	0.34376916	-0.7339919	-0.26324	0.7157467	-0.6327679	0.47358128	-0.45937324	0.10222503	-0.19944286	-0.36603355	-0.027295347	-0.5897991	0.15547752	0.26953515	-0.28405935	0.31471232	0.07177452	-0.30193573	0.22647448	0.23642689	-0.21135318	-0.15992837	-0.18777084	0.13004832	0.28657997	-0.8061624	-0.032473132	-0.39939848	-0.70015293	-0.06606401	-0.5647139	-0.15251045	0.218633	-0.13686082	-0.2544589	0.22958678	0.59092766	0.11868304	0.25119838	0.2097566	0.10683132	0.04968802	0.16836041	0.15335973	0.10330566	-0.68119705	-0.09475682	-0.63065124	-0.37048388	0.0032124596	0.5173436	0.29909512	0.13906999	-0.63845116	-0.086372614	0.54533386	-0.208691	-0.20491761	0.4604677	-0.107344456	-0.2352275	0.14633396	-0.37335727	0.65348107	0.03799209	-0.7058669	-0.07665886	-0.15947755	0.27886885	0.124056295	0.03459581	-0.70549595	-0.39954114	-0.09658409	-0.12612899	-0.21089005	0.16521485	0.14657524	0.23775552	0.40102422	0.027667772	-0.2262053	-0.20523843	-0.0028840688	-0.20515287	-0.07316985	0.059315633	0.12829527	0.23230344	-0.020590272	0.09888823	-0.03959273	-0.30802843	0.32919577	OAF3
1685	YKR065C	0.431941	-0.57822734	-0.32990947	0.41823024	-0.50741184	-0.2771693	0.038707163	-0.36408997	-0.013452121	0.26262727	-0.6114483	-0.87910366	-0.16272295	-0.052726824	-0.07696423	-0.041152265	-0.23584801	-0.7149268	0.03338737	-0.046282522	-0.025663042	-0.27248162	0.29948303	-0.0057871863	-0.38358116	0.6806924	0.0050932383	-0.0707846	0.07847723	0.37498456	0.0494492	0.5939885	-0.28039014	-0.2596467	0.0668088	-0.0024765735	0.29348418	0.6310736	-0.36733973	0.54501265	-0.18512817	0.3355949	0.6059841	-0.20968616	-0.15955743	-0.9292011	-0.17875451	0.22658041	-0.029343963	-0.028329011	-0.11823334	-0.40840343	0.8341408	-0.09049694	-0.32925785	-0.26535276	-0.9101817	0.32576808	-0.0023589279	-0.27016348	-0.14158304	0.073609434	-0.20861374	0.7368866	-0.61043704	-0.4517467	-0.88055795	-0.39524406	0.3989626	0.515927	0.5745559	0.14583501	-0.057592295	0.20174587	-0.019684529	0.039786816	0.14057156	0.25701004	0.2594613	-0.5158496	0.118583344	0.3110001	-0.08141748	-0.37607542	0.51581144	0.09276869	1.1109279	-0.6614538	-0.11477252	0.02963741	0.76155573	0.31036645	0.58476037	-0.47590554	-0.1777316	-0.37772202	0.12026056	0.23222452	0.28574118	-0.095048316	-0.39657918	-0.023883987	0.074162506	0.45291805	0.61364216	0.31567678	0.07976234	-0.28909394	-0.008255412	0.03253006	-0.08959432	-0.26376525	0.23616531	0.24733073	-0.01588109	-0.001911425	-0.5295939	-0.04742618	0.1631402	-0.27580267	0.24987821	-0.38247752	0.22801286	0.06914071	0.015650973	-0.4500268	0.24790256	0.7051353	PAM17
1686	YKR066C	0.09181919	-0.37529084	0.3066563	0.14847113	0.1509574	0.1147667	0.15105593	0.17944594	0.19805291	-0.06944789	0.6203439	-0.54873306	0.16080675	0.06313006	-0.28407854	0.20330651	0.07865154	-0.38241065	-0.29541692	0.25732812	0.40499997	-0.24927633	-0.036989756	-0.40682632	-0.23710765	0.3584867	-0.24844994	-0.077279806	-0.12267664	-0.20616268	-0.36151117	0.10790649	-0.37443912	-0.26294553	-0.02105844	-0.8316754	0.29658374	0.3454632	-0.40817767	0.21031046	-0.11356031	0.11553068	0.13409053	-0.6058464	-6.598825e-05	-0.019209662	-0.38673252	0.053000364	-0.15035509	0.03651717	-0.056166243	-0.22173017	0.14315724	-0.29791152	-0.101610176	-0.20962793	-0.7091317	0.34263733	0.18890497	-0.32852232	0.53886706	-0.0117927035	-0.61546934	0.06919261	-0.64317864	0.06509599	-0.20987873	-0.116701335	0.27433833	0.39115843	0.36999685	0.17286618	0.11822582	0.31955835	-0.11536179	-0.08470721	-0.040647462	0.24937393	0.20628008	-0.6419264	0.061973188	-0.2592267	-0.3195278	-0.21711127	0.8405366	0.3906096	0.37950215	-0.42268533	-0.09377125	0.20649886	-0.049771234	0.09847615	-0.08642909	0.13644753	-0.15760565	0.07651998	0.09494783	0.4460148	-0.3583196	-0.47166625	-0.11415757	-0.45029232	-0.14206627	-0.2783901	0.12911157	-0.5850108	-0.15067023	0.0463511	-0.15140915	-0.2061071	0.75109476	-0.15893628	0.050840463	0.23120853	0.029964354	-0.29554418	-0.26203412	-0.24041101	-0.30047762	-0.09817128	0.16869582	-0.3489222	0.17869325	0.28997937	0.054360725	0.17737208	-0.052937753	0.36553264	CCP1
1687	YKR067W	0.6973207	-0.02956572	0.27769917	-0.01017496	-0.37294137	0.04943517	-0.012036089	-0.35691786	0.3423489	0.3004176	-0.06792385	-0.18583715	-0.24483189	-0.024692468	0.11608293	0.36213428	-0.15521929	-0.31741706	-0.088762656	0.58484364	0.048232257	-0.07740409	0.19653937	0.20805304	0.0037162637	1.1914438	-0.013294515	-0.62979174	0.66404575	0.96217734	0.31910405	-0.028320936	-0.33500108	-0.5783733	-0.09517744	-0.5011174	0.171707	0.27277574	0.11721084	0.08146842	-0.05167849	0.58862805	-0.4492457	0.24343072	0.000799312	-0.87745315	-0.16054626	0.7617453	0.68583214	0.27677906	0.39800018	-0.28131238	-0.050838992	0.31571242	-0.13399604	-1.0913253	-0.42622122	-0.016467439	0.45022672	-0.5915817	0.02463523	0.26089045	-0.44255954	0.56104475	-0.22776182	-0.1123509	-0.7506878	-1.0633562	-0.28695497	-0.27721062	0.5244905	0.75536174	0.1681279	0.0420784	-0.19539766	-0.07441293	-0.39598575	0.6527655	0.49648097	-0.8355585	0.1775482	-0.09676018	0.16532668	0.10889175	0.27508143	0.16544554	0.8995985	-0.5099963	0.09560364	0.7250216	0.13229449	-0.33388215	-0.1257162	-0.32307908	-0.28013805	-0.43826637	0.080291264	0.19560888	0.3741148	-0.5172371	-0.47748268	-0.1665899	0.37980306	-0.56999266	-0.0016444518	-0.12564357	0.02501297	0.08833723	-0.32022768	-0.23240511	0.38778225	0.3179751	0.2711757	0.060536698	0.07711173	-0.5955872	0.14962779	0.14821978	0.4189709	-0.21428059	0.5111574	-0.012965768	0.011177427	-0.0762214	0.6762644	-0.14862376	-0.31672433	0.38446078	GPT2
1689	YKR069W	-0.47670293	0.6003738	-0.07825017	0.38412163	0.28822148	-0.18711132	0.5614959	-0.45561773	0.2882172	0.30957308	-0.018722499	-0.28890276	-0.25611126	-0.30902493	0.30246478	0.21406583	-0.11619862	-0.5895691	-0.4866887	0.32890874	0.1521901	-0.3566729	-0.21142237	0.32943863	0.3032059	0.43287727	-0.033424553	-0.5272272	0.23610927	0.9374902	-0.2831289	-0.2040507	-0.3216935	-0.46923053	-0.20517698	-0.6679061	0.27779585	0.8134928	-0.04267382	0.36100966	-0.44680756	-0.30108684	0.018620692	-0.16487591	0.04601151	-0.32202917	-0.14804977	-0.051623743	0.29351392	0.058623403	0.31067714	-0.25393593	0.16083705	-0.1094026	0.085188426	-0.087521225	-0.2593318	0.2235208	0.4491112	-0.5176952	-0.3015558	0.30163547	-0.2179359	0.100859635	-0.2558294	-0.025374943	-0.7344452	-0.36615226	-0.07054995	-0.49472663	0.58859354	-0.63169956	-0.17123234	-0.470327	0.48665908	0.08341795	-0.5766061	-0.04934523	-0.19527224	0.0026567543	-0.115818344	-0.17431922	-0.7304012	-0.01958581	0.0046009677	0.80418545	0.6102496	-0.20267601	-0.13538186	0.32250166	0.2140727	0.092742965	0.14001955	-0.03831679	-0.53509957	-0.34302238	-0.12913604	0.5903082	0.2821124	-0.8469895	-0.09851072	-0.27036786	0.4412558	-0.0639849	0.32380068	-0.46466163	0.20867738	-0.413514	-0.12445974	-0.28635186	0.15645735	0.055474255	0.13219936	-0.31318593	-0.13135493	-0.19159141	0.012275938	-0.6957633	-0.52341366	-0.6072041	0.22138737	-0.5972254	0.16536237	0.43240142	0.1548658	-0.044619024	-0.7446791	0.55107814	MET1
1690	YKR070W	0.18854764	-0.32100004	-0.32788622	-0.14104654	-0.41891882	0.04712007	0.509093	-0.15835464	-0.108942464	0.6059173	0.0027787678	-0.11728114	0.040403645	-0.014393894	0.28636685	0.41165367	-0.20477276	-0.40004686	-0.26748556	0.24538326	0.21811818	-0.40485612	-0.1058521	0.028049966	0.2077083	0.56342	-0.082264766	-0.023659632	0.0048736315	0.8709064	-0.095023826	0.113554515	-0.27111602	-0.6177182	0.0915126	-0.57551265	0.43272638	0.19522235	-0.059731785	0.33705342	-0.17447157	0.3593681	0.17358328	-0.37052795	-0.37380457	-1.3654201	-0.15163238	0.6419762	0.20425996	0.26907113	-0.23768957	0.13935313	0.3086702	0.09258744	0.21905272	-0.3785664	-0.6111505	0.03098934	0.27570108	0.06599848	-0.12924515	-0.29402894	-0.77172166	0.50440085	-0.6729281	-0.14272031	-0.07877784	-0.5223792	0.18841651	0.20269558	0.5836656	0.35194027	-0.15842414	0.27172494	-0.27779528	0.4092782	-0.3260459	0.27262923	0.62503254	-0.745684	0.54511476	-0.18735692	-0.12952529	0.33188298	0.6582558	0.11636472	0.8729642	-0.27222285	-0.34095377	0.16612306	-0.159544	0.086558975	-0.1650217	-0.028607544	-0.35355356	-0.66277945	0.04550525	-0.11935856	0.10634878	-0.25596997	-0.52550685	-0.37948945	0.11977996	0.11736003	0.09186827	-0.10856341	0.16621095	0.26857856	-0.04696786	-0.026795145	-0.11099303	-0.010540137	0.15874825	0.09493935	-0.037106667	-0.34224075	0.2088952	0.03320336	0.18237849	-0.46578485	-0.17133795	-0.25361228	0.089447774	0.30600888	0.3133313	-0.2330233	-0.22790936	0.41589975	YKR070W
1692	YKR072C	0.7069252	-0.2591937	0.41477248	-0.22286852	-0.44757345	-0.41427463	0.124782175	-0.0927975	1.1599435	0.09413183	0.3848455	-1.837131	0.0133516565	-0.2758018	0.1535528	0.13574623	-0.27635995	-0.873932	-0.62842846	-0.7961251	0.48543146	-0.480582	-0.8895083	0.60433716	-1.0651952	0.4548789	0.22772571	0.6495711	-0.19764854	0.36004257	0.14379807	0.45948237	0.23695639	-0.9501513	0.88444257	-0.043766513	0.5676343	1.429852	-1.1801965	0.0635746	-0.20729263	0.330895	0.20166425	-0.21292534	-0.16628024	-0.36326036	-0.6967089	0.3951851	-0.18705799	-0.65110624	0.37597212	-0.2749268	0.41797656	0.12968285	1.1438656	-1.5502517	-0.81938016	-0.3787957	1.338022	-1.5555804	0.6496528	0.17232494	-0.74043447	-0.13013254	-0.092612326	-0.9990594	-1.48052	-0.85941	-0.55896705	0.63033086	0.07783225	1.0603178	0.8636313	-0.9036101	-0.21081081	-0.40688652	-0.62093407	1.056004	1.5021662	-1.4016104	0.85173374	-1.1272024	-0.46460968	1.0536932	0.7757216	0.3661166	0.039931886	-0.20593126	0.1276584	1.0503992	-0.6093196	-0.4251853	0.44426528	-0.49445415	0.24754547	-0.22307289	0.4725626	-0.07313716	-0.3450312	-1.0889646	0.5632727	-0.6918517	-0.17598952	-0.90147233	-0.43327048	-0.08805506	-0.16350561	-0.56827223	-0.7345294	-1.3711427	0.6696225	0.6899233	0.2321408	0.84174556	0.8583767	0.39414874	-1.1028955	0.744522	0.579323	-0.4835284	0.9345058	1.1286565	-0.3135997	-0.3568472	0.5944813	-0.37947646	0.7730837	1.0925786	SIS2
1693	YKR073C	0.17192969	-0.18598822	0.35787144	0.17068353	-0.019471798	-0.44894126	-0.05265785	0.09317786	0.8624296	-0.09373251	-0.107966065	-0.46746036	0.24454153	0.18034294	0.24768975	0.042710677	0.40676734	-0.38428867	-0.3435797	-0.68324053	0.08870919	-0.30777586	-0.42456847	0.12371427	-0.42027667	0.3468434	0.09964487	0.27163997	-0.2935096	0.8075627	-0.231853	0.30976215	-0.14603648	-1.0544199	1.2265011	-0.0485625	0.23560788	0.49939385	-0.6165033	-0.16784537	-0.18697427	-0.16598238	-0.017767726	0.10066777	-0.092630774	-0.32056132	-0.34609592	-0.2627768	0.011500626	0.05760246	0.6108233	-0.30086464	0.050896574	-0.17901063	0.74889106	-0.6720921	-0.7268948	0.20371427	0.86588234	-0.3870128	0.5869925	-0.4899295	0.08633967	0.29767784	-0.12557554	-0.5923934	-0.72537017	-0.6891774	-0.2333323	0.0606823	-0.06551693	0.25557324	0.5076149	-0.008514137	0.0049279775	0.15322538	-0.56998587	0.046951685	1.0985713	-0.8309797	-0.038368706	-0.77800536	-0.11823834	0.33361456	0.04459754	0.46210107	-0.02660415	0.0948802	0.15387234	1.0037259	-0.45193645	0.048489615	-0.39993018	-0.54677844	-0.08881632	-0.20395668	0.52987814	-1.026174	-0.45437244	-1.045255	0.8813683	-0.27304846	-0.068513215	-0.63959444	-0.36576998	-0.4471896	-0.19191386	-0.6338989	-0.11265579	-0.74190825	0.28631902	0.023907859	0.75065875	0.14909767	0.77707	0.5307431	-0.97880447	0.15095411	0.24835813	-0.38469076	0.50546354	0.5117559	0.34140572	0.8679175	0.17860444	-0.05746789	0.44507128	0.8502613	YKR073C
1694	YKR074W	0.20975511	-0.114513725	-0.4305374	0.4307084	0.05406688	-0.1793364	-0.08734663	0.16182628	0.48556125	0.5150597	0.4187863	-0.6334172	0.28243217	-0.36299667	-0.54616183	0.60556525	-0.27184895	-1.0119063	0.34918585	0.008150214	0.10325355	-0.2996674	-0.5267801	0.030217385	-0.09795945	0.32839337	-0.22350325	-0.3917715	-0.14121154	0.19716445	0.39316815	-0.3592218	-0.5113245	-0.036061727	0.5813864	-0.3033565	0.004919545	0.62672454	-0.1872789	0.42879117	0.013150612	-0.31503457	-0.35100248	-0.015759677	-0.37972	0.07188605	-0.6394497	-0.40251964	0.33238935	-0.13146901	-0.34579134	-0.11459047	0.5686581	-0.42241272	0.3086314	-0.34950632	-0.29854822	-0.17127502	0.15469389	-0.40992114	0.19409867	-1.3874052	0.49738288	-0.7079229	-0.23887934	0.07496108	-0.08434367	-0.704018	-0.56083536	0.48471248	0.46835387	0.6440088	0.95637566	0.78205884	-0.33658314	-0.1301884	0.11356891	-0.15728143	0.03987122	-0.19957279	-0.6669153	0.048434023	-0.7789626	0.41453943	-0.8443191	0.4201531	-0.030478776	-1.014495	0.500399	-0.04436387	-0.20237233	-0.15852727	-0.3791226	-0.5923522	-0.39838955	-0.42411223	-0.100405335	-0.11421621	0.26166278	-1.1803342	-0.7354642	-0.16865946	-0.1320141	-0.49009988	-0.71840394	0.022884443	-0.9820397	0.79842097	0.18825696	0.15942004	0.5205276	-0.028345628	0.7077351	0.2316126	0.30554426	0.43449187	0.8739454	-0.19963752	-0.48417687	-0.766404	0.9785628	-0.13712259	0.49217075	0.43954384	0.86224717	-0.14499016	-0.33310637	0.045680717	AIM29
1695	YKR075C	0.58525604	-0.138497	0.013288663	0.16836326	-0.16796708	-0.5926744	0.057791352	-0.13004093	0.21248692	0.17389478	-0.31162292	-0.69615704	0.49443665	-0.04690502	0.09883891	-0.09534674	0.081064515	-0.23096982	-0.09675974	-0.46381113	0.094784826	-0.30819046	-0.25701642	0.0074629486	0.52427065	0.57799226	0.30561253	-0.063023284	-0.058147896	-0.1736311	0.26111323	-0.38050514	-0.17492561	-0.21561357	-0.25040716	0.1866183	0.2438745	0.21543333	-0.41122073	0.118571326	-0.030686822	0.52499956	0.063716136	0.36264744	-0.10556868	-0.10509214	0.47648254	0.03706774	0.53005844	0.7074953	0.1691562	-0.13041528	0.5045273	-0.19882457	-0.23249936	-0.6388493	-0.32731876	0.20218067	0.012069352	-0.13139245	0.023172	-0.029017417	-0.48983133	0.20289473	-0.6264723	-0.5227308	-0.37723526	-0.4432065	0.1629149	0.27522698	-0.24168013	0.11295399	-0.070495285	-0.0635901	0.050128818	-0.022279572	-0.020866053	0.6626818	0.4089933	-0.18229565	0.5452376	-0.6807219	-0.3200692	0.21170744	0.63115823	0.68693215	0.737044	-0.06545585	-0.36925286	-0.7759688	-0.2032082	0.084651574	0.031047855	-0.16161448	-0.31934017	-0.062181603	-0.38215253	0.14441785	0.19925675	0.2654224	-0.18299916	-0.3185556	0.52485824	0.030689297	0.27237052	0.058057535	-0.27097368	-0.117389955	0.23387885	-0.15270868	-0.09228905	-0.28783312	-0.18829243	0.12766936	0.51780856	0.007853871	0.046743523	0.4032994	0.47207245	-0.23693669	0.004216713	-0.5255715	0.43610772	0.35902697	0.35969448	-0.0876383	0.012516218	0.25764126	YKR075C
1696	YKR076W	-0.07242022	-0.083082594	0.15767367	0.3864596	0.044133514	-0.021853333	0.48006117	0.12361057	0.23977575	0.7425329	0.050219372	-0.75731945	-0.19271791	0.03253977	-0.5083419	0.46863312	0.09684595	-0.26205215	-0.32272443	-0.15267444	-0.01196216	-0.09811549	0.27956116	0.08745285	0.14049694	0.39506483	-0.040130988	-0.33099017	0.029167429	0.752583	-0.18333192	-0.56287557	0.10071667	-0.26237103	0.94266367	-0.21704343	0.47271398	0.5508547	-0.3833547	0.18268104	-0.13963108	0.15171073	-0.09501244	0.06638086	0.16200115	-0.32548702	-0.071246564	-0.17283419	0.36674076	0.050452456	0.1416432	-0.103735544	0.08309066	-0.16897625	-0.18023245	-0.5960785	-0.6431647	0.06148761	0.3466472	-0.72142303	0.054281857	-0.23460518	-0.6222697	-0.2266061	-0.86444926	0.12709758	-0.23412342	-1.1175883	-0.22114043	-0.05601529	0.432069	0.44141227	-0.096035585	0.37738508	0.20895962	0.40819183	0.01808538	0.43317235	0.5597661	-0.6909542	-0.27416116	-0.41635373	-0.29059225	0.09539046	0.5715351	0.38582996	0.3073551	-0.6654528	-0.088305816	0.41159314	0.34776768	0.48127607	0.4172638	0.18742853	-0.047791522	-0.3079787	0.063934706	-0.053370036	-0.044398498	-0.2900076	0.025053281	-0.55595976	0.609115	-0.30425763	0.2861706	-0.22900143	-0.25985953	0.02108336	0.47434685	-0.03527913	0.18249467	-0.27666247	-0.15027429	0.4568423	0.034686014	-0.1945879	-0.45220503	0.17856887	0.023028428	0.015485642	-0.2688382	-0.34528488	-0.07173698	-0.103265	0.035679057	-0.22165172	-0.06567772	0.4553357	ECM4
